City,PM2_5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Eth-Benzene,MP-Xylene,RH,WS,WD,SR,BP,Xylene,AT,RF,TOT-RF,date,day,month,year
Mumbai,23.36,55.31,8.47,2.87,11.33,0.87,7.3,0.06,1.84,1.88,NaN,11.3,24.15,80.42,1.02,225.04,183.5,NaN,NaN,29.74,NaN,0,02-05-2021,2,5,2021
Mumbai,36.8,78.43,20.83,4.35,25.17,0.93,9.67,0.2,2.18,1.39,NaN,12.06,28.7,75.75,0.84,207.71,299.5,NaN,NaN,30.33,NaN,0,03-05-2021,3,5,2021
Mumbai,27.63,65.85,26.36,3.03,29.3,0.99,11.31,0.16,1.88,1.66,NaN,11.65,29.83,77.04,0.91,223.95,252.3,NaN,NaN,30.37,NaN,0,04-05-2021,4,5,2021
Mumbai,25.79,60.88,31.64,1.64,33.11,0.71,11.99,0.13,1.77,1.34,NaN,11.49,27.35,81.37,0.89,233.83,290.39,NaN,NaN,30,NaN,0,05-05-2021,5,5,2021
Mumbai,23.83,53.18,49.73,1.14,50.17,0.72,13.59,0.13,1.71,1.53,NaN,11.35,30.53,80.14,0.88,224.88,259.07,NaN,NaN,29.99,NaN,0,06-05-2021,6,5,2021
Mumbai,24.63,56,55.51,2.07,56.85,0.59,14.17,0.11,1.71,1.34,NaN,12.66,28.62,77.51,0.94,223.09,203.23,NaN,NaN,30.43,NaN,0,07-05-2021,7,5,2021
Mumbai,26,59,30.9,0.31,30.89,0.58,14.66,0.15,1.82,1.35,NaN,3.62,29.3,67.82,1.05,245.16,NaN,NaN,NaN,32.73,NaN,0,08-05-2021,8,5,2021
Mumbai,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,09-05-2021,9,5,2021
Mumbai,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,10-05-2021,10,5,2021
Mumbai,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,11-05-2021,11,5,2021
Mumbai,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,12-05-2021,12,5,2021
Mumbai,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,13-05-2021,13,5,2021
Mumbai,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,14-05-2021,14,5,2021
Mumbai,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15-05-2021,15,5,2021
Mumbai,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,16-05-2021,16,5,2021
Mumbai,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,17-05-2021,17,5,2021
Mumbai,11.1,50,6.13,1.64,7.79,NaN,5.3,0,2,2.65,NaN,14.03,15.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,18-05-2021,18,5,2021
Mumbai,15.52,38.34,6.26,3.85,10.12,0.09,5.01,0.05,2.28,1.56,NaN,12.4,34.06,88.92,0.94,190.09,80.4,NaN,NaN,27.61,NaN,0,19-05-2021,19,5,2021
Mumbai,23.85,99.18,12.53,6.63,19.16,0.13,5.89,0.13,2.47,1.29,NaN,13.92,26.21,85.23,1.11,191.31,66.72,NaN,NaN,28.44,NaN,0,20-05-2021,20,5,2021
Mumbai,28.13,96.31,19.21,2.35,21.5,0.43,7.48,0.12,2.12,1.29,NaN,13.7,20.71,79.34,0.81,207.44,362.13,NaN,NaN,29.47,NaN,0,21-05-2021,21,5,2021
Mumbai,23.48,85.51,12.59,2.95,15.54,0.46,8.26,0.04,2.08,1.89,NaN,10.65,25.23,76.31,1.03,222.04,307.22,NaN,NaN,29.98,NaN,0,22-05-2021,22,5,2021
Mumbai,21.17,69.55,11.78,1.84,13.4,0.63,9.55,0.01,2.16,1.48,NaN,12.02,28.63,76.71,0.94,232.88,355.85,NaN,NaN,30.23,NaN,0,23-05-2021,23,5,2021
Mumbai,19.26,67.01,19.36,0.87,19.47,0.92,10.66,0.02,2.14,1.59,NaN,11.36,24.97,77.62,0.98,224.27,391.5,NaN,NaN,30.21,NaN,0,24-05-2021,24,5,2021
Mumbai,19.53,78.5,19.55,1.37,20.69,0.8,11.27,0.02,2.1,1.34,NaN,12.82,28.83,78.01,0.98,241.26,366.52,NaN,NaN,30.31,NaN,0,25-05-2021,25,5,2021
Mumbai,16.14,63.66,15.46,2.82,18.27,0.87,11.87,0.01,2.01,1.42,NaN,11.07,28.39,74.44,1.19,230.99,383.26,NaN,NaN,30.24,NaN,0,26-05-2021,26,5,2021
Mumbai,15.24,67.45,22.31,4.58,26.89,0.65,13.18,0,1.98,2.29,NaN,9.03,28.2,76.47,1.53,215.87,355.65,NaN,NaN,30.38,NaN,0,27-05-2021,27,5,2021
Mumbai,15.67,70.88,46.48,3.61,50.06,0.61,15.49,0.01,2.07,1.66,NaN,11.33,21.09,78.51,1.59,226.49,385.74,NaN,NaN,30.57,NaN,0,28-05-2021,28,5,2021
Mumbai,16.52,65.44,46.22,2.32,48.32,0.48,13.12,0,1.92,1.64,NaN,10.29,27.15,79.15,1.17,222.06,331.89,NaN,NaN,30.27,NaN,0,29-05-2021,29,5,2021
Mumbai,17.28,60.75,63.38,2.09,64.62,0.41,19.67,0,1.76,1.85,NaN,12.81,23.05,77.84,1.38,219.76,297.75,NaN,NaN,30.42,NaN,0,30-05-2021,30,5,2021
Mumbai,19,55.06,18.11,2.88,20.85,0.29,12.57,0.01,1.84,1.77,NaN,11.63,23.29,81.46,1.27,191.27,211.83,NaN,NaN,29.48,NaN,0,31-05-2021,31,5,2021
Mumbai,NaN,45.14,19.36,3.04,22.02,0.36,13.79,0.01,1.85,2.19,NaN,12.12,26.03,81.22,1.33,189.38,309.12,NaN,NaN,29.72,NaN,0,01-06-2021,1,6,2021
Mumbai,NaN,39.46,20.17,2.85,23.01,0.13,10.5,0.06,2.01,1.45,NaN,11.87,24.05,84.02,1.12,177,209.06,NaN,NaN,28.76,NaN,0,02-06-2021,2,6,2021
Mumbai,NaN,44.94,17.01,6.54,23.54,0.54,11.7,0.08,2.57,1.51,NaN,13.55,27.31,75.71,1.33,193.18,351.64,NaN,NaN,29.68,NaN,0,03-06-2021,3,6,2021
Mumbai,NaN,43.39,14.73,5.42,20.16,0.4,11.77,0.08,2.08,1.73,NaN,12.57,22.23,77.69,1.26,179.85,366.53,NaN,NaN,29.41,NaN,0,04-06-2021,4,6,2021
Mumbai,NaN,51.96,11.42,6.95,18.37,0.21,10.08,0.07,2.27,1.47,NaN,11.28,27.39,77.52,1.24,184.14,267.77,NaN,NaN,29.01,NaN,0,05-06-2021,5,6,2021
Mumbai,NaN,36.21,7.83,4.54,12.25,0.08,7.13,0.01,2.52,1.4,NaN,11.77,28.6,83.22,1.43,182.97,306.02,NaN,NaN,27.64,NaN,0,06-06-2021,6,6,2021
Mumbai,NaN,35.69,9.62,3.78,13.4,0.03,6.13,0,2,1.38,NaN,11.21,26.83,83.05,1.18,195.68,274.86,NaN,NaN,27.93,NaN,0,07-06-2021,7,6,2021
Mumbai,8.18,27.18,12.28,4.34,16.6,0.72,8.58,0.13,4.61,1.48,NaN,10.91,26.08,95.42,1.2,159.41,165.21,NaN,NaN,25.98,NaN,0,08-06-2021,8,6,2021
Mumbai,6.11,28.94,10.98,5.24,16.14,0.08,6.25,0.11,1.07,1.39,NaN,12.86,22.97,98.8,2,213.58,18.74,NaN,NaN,24.82,NaN,0,09-06-2021,9,6,2021
Mumbai,5.35,29.03,7.61,5.23,12.85,0.05,5.63,0.09,1.07,1.43,NaN,12.99,34,94.02,1.35,195.65,136.63,NaN,NaN,25.34,NaN,0,10-06-2021,10,6,2021
Mumbai,10.17,31.21,11.1,4.23,15.32,0.03,5.97,0.11,0.92,1.56,NaN,15.46,29.15,96.18,1.6,176.85,148.27,NaN,NaN,25.56,NaN,0,11-06-2021,11,6,2021
Mumbai,6.91,33.79,11.19,5.11,16.3,0.04,5.9,0.1,0.98,1.38,NaN,12.1,27.69,95.58,1.88,187.51,126.66,NaN,NaN,26.34,NaN,0,12-06-2021,12,6,2021
Mumbai,10.82,57.67,6.63,4.31,10.94,0.04,5.54,0.06,1.12,1.54,NaN,12.98,29.55,86.8,1.48,209.51,289.66,NaN,NaN,28.72,NaN,0,13-06-2021,13,6,2021
Mumbai,16.99,80.47,11.18,5.78,16.96,0.64,8.37,0.11,1.97,1.4,NaN,13.05,25.18,84.97,1.32,218.57,378.39,999.71,NaN,29.29,NaN,0,14-06-2021,14,6,2021
Mumbai,11.23,49.07,8.19,3.35,11.54,0.52,13.15,0.1,1.11,1.44,NaN,14.43,25.32,93.49,1.17,197.94,131.63,999.66,NaN,26.78,NaN,0,15-06-2021,15,6,2021
Mumbai,9.68,36.76,18.43,0.11,17.38,NaN,16.65,0.22,0.94,1.93,NaN,10.62,27.02,98.61,1.41,151.28,87.24,999.25,NaN,25.09,NaN,0,16-06-2021,16,6,2021
Mumbai,26.44,102.11,22.66,0.1,19.23,NaN,12.15,0.07,1.18,1.33,NaN,12.03,35.44,95.09,1.62,216.29,128.39,NaN,NaN,26.63,NaN,0,17-06-2021,17,6,2021
Mumbai,27.99,137.2,33.28,0.13,31.19,NaN,17.34,0.18,2.04,1.18,NaN,10.74,22.93,79.1,1.48,216.49,407.66,NaN,NaN,30.85,NaN,0,18-06-2021,18,6,2021
Mumbai,17.53,55.85,50.23,0.86,43.9,NaN,18.34,0.24,5,2.09,NaN,15.21,23.02,91.28,1.89,213.17,403.29,NaN,NaN,26.88,NaN,0,19-06-2021,19,6,2021
Mumbai,47.01,NaN,1.66,0.37,0.43,NaN,NaN,NaN,NaN,1.5,NaN,11.98,26.69,84.43,1.53,207.07,368.83,NaN,NaN,28.9,NaN,0,20-06-2021,20,6,2021
Mumbai,37.22,125.76,3.22,0.35,1.89,0.03,14.59,0.25,2.08,1.59,NaN,14.21,22.63,78.82,1.24,232.69,357.25,NaN,NaN,30.24,NaN,0,21-06-2021,21,6,2021
Mumbai,24.17,94.68,8.82,0.43,6.88,0.06,13.33,0.2,1.9,2.14,NaN,12.21,23.76,84.63,1.3,220.58,276.46,NaN,NaN,28.72,NaN,0,22-06-2021,22,6,2021
Mumbai,18.91,86.7,35.92,0.12,33.68,NaN,14.99,0.2,1.83,1.66,NaN,11.67,32.48,79.88,1.41,230.78,319.25,NaN,NaN,29.58,NaN,0,23-06-2021,23,6,2021
Mumbai,14.24,68.32,72.63,0.11,69.47,NaN,18.41,0.2,1.94,1.79,NaN,14.05,24.1,80.77,1.58,220.92,187.24,NaN,NaN,28.78,NaN,0,24-06-2021,24,6,2021
Mumbai,13.17,34.32,59.28,0.15,53.26,0.03,15.18,0.24,1.99,1.72,NaN,11.22,27.89,91.18,1.03,180.53,53.91,NaN,NaN,25.8,NaN,0,25-06-2021,25,6,2021
Mumbai,17.87,62.32,1.47,0.15,0.44,0.03,9.59,0.29,2.01,1.5,NaN,12.69,26.01,83.07,0.98,231.07,333.4,NaN,NaN,28.69,NaN,0,26-06-2021,26,6,2021
Mumbai,14.57,42.94,1.87,0.18,0.55,0.02,8.71,0.19,1.86,1.33,NaN,14.07,27.79,87.71,0.95,188.57,96.63,NaN,NaN,26.88,NaN,0,27-06-2021,27,6,2021
Mumbai,17.3,36.8,46.13,0.26,43.15,0.1,15.18,0.31,2.52,1.41,NaN,14.17,30.19,87.86,1.24,189.06,279.2,NaN,NaN,27.04,NaN,0,28-06-2021,28,6,2021
Mumbai,10.53,30.4,109.3,0.12,105.31,NaN,20.37,0.26,2.25,1.61,NaN,11.74,28.59,88.09,1.4,183.37,279.18,NaN,NaN,27.55,NaN,0,29-06-2021,29,6,2021
Mumbai,9.57,39.1,117.8,0.26,113.84,NaN,21.08,0.26,1.81,1.75,NaN,12.58,25.1,86.45,0.97,203.18,219.16,NaN,NaN,27.95,NaN,0,30-06-2021,30,6,2021
Mumbai,8.56,53.57,88.13,0.08,84.53,NaN,19.34,0.22,1.73,1.25,NaN,12.33,22.63,80.03,1.58,219.84,272.21,NaN,NaN,29.27,NaN,0,01-07-2021,1,7,2021
Mumbai,10.29,48.11,80.54,0.11,77.58,NaN,16.92,0.13,2.23,2.22,NaN,10.23,28.46,80.32,2.1,226.83,313.27,NaN,NaN,28.91,NaN,0,02-07-2021,2,7,2021
Mumbai,11.39,55.68,86.94,0.08,83.54,NaN,16.3,0.15,1.88,1.51,NaN,14.12,28.89,78.6,1.79,226.79,330.67,NaN,NaN,29.64,NaN,0,03-07-2021,3,7,2021
Mumbai,11.26,55.56,98.27,0.55,94.79,NaN,17.19,0.18,1.82,1.26,NaN,12.14,27.33,77.95,1.12,226.23,312.85,NaN,NaN,29.73,NaN,0,04-07-2021,4,7,2021
Mumbai,12.48,59.74,104.72,0.13,100.82,NaN,17.71,0.24,1.95,1.47,NaN,13.91,27.99,77.79,0.93,240.8,236.43,NaN,NaN,29.74,NaN,0,05-07-2021,5,7,2021
Mumbai,14.42,69.45,106.07,0.02,102.27,NaN,18.49,0.25,1.89,1.55,NaN,14.31,25.66,77.28,0.89,236.19,263.42,NaN,NaN,29.76,NaN,0,06-07-2021,6,7,2021
Mumbai,14.47,65.75,99.59,0.18,95.91,NaN,18.75,0.26,1.96,1.45,NaN,12.1,25.46,78.48,0.87,236.02,288.37,NaN,NaN,29.73,NaN,0,07-07-2021,7,7,2021
Mumbai,17,63.29,383.82,16.97,383.1,12.43,38.6,0.36,2.94,2.13,NaN,10.79,26.57,81.39,1.03,218.23,6.11,1005.25,NaN,28.7,NaN,0,08-07-2021,8,7,2021
Mumbai,19.67,73.72,451.51,14.26,450.54,17.27,53.08,0.5,4.04,1.55,NaN,11.34,19.66,78.2,1.15,214.78,243.99,NaN,NaN,29.89,NaN,0,09-07-2021,9,7,2021
Mumbai,7.42,38.98,140.88,7.91,148.74,17.22,49.37,0.36,3.97,2.14,NaN,12.91,22.73,89.46,0.79,229.07,150.47,NaN,NaN,26.82,NaN,0,10-07-2021,10,7,2021
Mumbai,10.39,27.76,27.62,3.95,31.56,6.52,49.58,0.29,4.06,1.51,NaN,9.18,25.03,93.86,0.85,198.06,144.76,999.05,NaN,26.05,NaN,0,11-07-2021,11,7,2021
Mumbai,11.35,37.74,42.22,7.1,49.32,8.6,49.03,0.67,4.05,1.8,NaN,10.49,26.11,93.73,1.48,193.94,97.15,998.69,NaN,26.3,NaN,0,12-07-2021,12,7,2021
Mumbai,9.62,42.27,38.17,7.85,46.02,7.05,23.95,1.35,4.01,1.49,NaN,10.97,24.7,95.22,1.32,204.65,84.29,999.47,NaN,25.09,NaN,0,13-07-2021,13,7,2021
Mumbai,8.96,28.18,50.59,7.32,57.5,4.78,22.99,1.36,4.08,1.59,NaN,13.24,28.17,98.32,1.38,185.59,113.88,NaN,NaN,24.67,NaN,0,14-07-2021,14,7,2021
Mumbai,9.1,34.34,42.2,6.19,48.38,6.61,24.89,1.28,4.07,1.83,NaN,11.97,27.76,93.93,1.1,184.15,176.11,999.62,NaN,26.2,NaN,0,15-07-2021,15,7,2021
Mumbai,8.78,44.05,29.06,6.36,35.41,14.08,24.46,1.23,4.06,1.3,NaN,13.15,28.01,95,1.64,210.9,136.67,NaN,NaN,26.01,NaN,0,16-07-2021,16,7,2021
Mumbai,7.21,33.88,147.41,4.24,150.82,19.41,27.13,1.28,4,1.43,NaN,16.74,25.44,93.21,1.3,223.72,193.35,NaN,NaN,26.71,NaN,0,17-07-2021,17,7,2021
Mumbai,9.87,46.52,71.01,3.25,74.23,9.76,23.37,1.33,4.06,1.89,NaN,13.61,27.03,97.47,1.72,233.97,88.91,NaN,NaN,25.84,NaN,0,18-07-2021,18,7,2021
Mumbai,10.14,51.06,73.39,4.24,77.52,7.9,24.24,1.26,4.15,1.49,NaN,11.82,26.92,96.88,1.78,226.72,27.76,NaN,NaN,25.94,NaN,0,19-07-2021,19,7,2021
Mumbai,11.7,63.73,92.18,4.76,96.74,6.47,23.61,1.24,4.06,1.4,NaN,14.45,27.11,90.18,1.69,215.77,133.77,NaN,NaN,27.4,NaN,0,20-07-2021,20,7,2021
Mumbai,11.25,56.33,125.08,2.48,127.29,9.16,24.55,1.23,4.04,1.49,NaN,12.68,26.69,93.74,2.38,223.53,25.44,NaN,NaN,26.44,NaN,0,21-07-2021,21,7,2021
Mumbai,15.19,66.09,124.28,2.87,126.66,8.97,24.88,1.29,4.02,1.49,NaN,12.22,24.44,91.82,2.05,233.93,35.99,999.16,NaN,27.04,NaN,0,22-07-2021,22,7,2021
Mumbai,14.71,49.18,92.71,4.75,97.23,5.9,23.19,1.36,4.04,1.4,NaN,12.29,23.62,92.62,1.52,224.92,39.62,999.77,NaN,26.9,NaN,0,23-07-2021,23,7,2021
Mumbai,12.52,44.39,96.07,5.12,100.28,5.83,22.91,1.48,4.1,1.74,NaN,13.23,22.28,87.19,1.51,233.26,220.62,NaN,NaN,28.22,NaN,0,24-07-2021,24,7,2021
Mumbai,13.48,49.39,14.99,5.93,20.92,5.64,18.75,1.74,4.01,1.65,NaN,12.45,28.36,89.5,1.58,219.51,148.72,NaN,NaN,27.63,NaN,0,25-07-2021,25,7,2021
Mumbai,15.13,57.44,22.08,6.9,28.98,4.11,18.19,1.51,4.09,1.43,NaN,13.09,27.08,87.31,2.21,218.98,225.83,NaN,NaN,27.67,NaN,0,26-07-2021,26,7,2021
Mumbai,11.92,50.99,48.56,4.79,53.34,2.73,17.31,1.15,4.06,1.79,NaN,13.53,18.98,85.99,2.82,230.26,213.92,NaN,NaN,27.37,NaN,0,27-07-2021,27,7,2021
Mumbai,11.39,49.52,146.14,4.06,149.76,5.53,21.39,1.15,3.98,1.37,NaN,13.47,25.85,87.81,2.36,224.11,172.87,NaN,NaN,27.19,NaN,0,28-07-2021,28,7,2021
Mumbai,11.55,46.37,298.59,2.97,298.53,4.73,27.34,1.14,4.1,1.47,NaN,12.14,23.81,86.61,2.86,230.31,108.77,NaN,NaN,27.44,NaN,0,29-07-2021,29,7,2021
Mumbai,11.86,47.82,451.28,1.3,447.59,1.72,30.57,1.15,4.16,1.77,NaN,13.68,29.88,86.66,2.53,227.61,107.98,NaN,NaN,27.56,NaN,0,30-07-2021,30,7,2021
Mumbai,8.38,49.35,426.83,1.75,434.86,2.61,31.56,1.17,3.97,1.48,NaN,16.61,20.81,86.73,1.88,226.96,200.79,NaN,NaN,27.42,NaN,0,31-07-2021,31,7,2021
Mumbai,7.94,44.68,NaN,NaN,NaN,0.34,31.42,1.17,3.91,1.19,NaN,12.1,42.74,86.14,1.96,221.79,NaN,NaN,NaN,27.11,NaN,0,01-08-2021,1,8,2021
Mumbai,9.96,49.32,403.12,5.52,409.04,3.77,28.61,1.19,4,1.52,NaN,14.49,24.76,85.02,1.73,216.29,202.66,NaN,NaN,27.61,NaN,0,02-08-2021,2,8,2021
Mumbai,8.29,38.81,352.74,6.26,359.09,7.31,24.31,1.21,4.08,1.8,NaN,10.13,24.78,86.52,1.84,221.57,186.4,NaN,NaN,27.51,NaN,0,03-08-2021,3,8,2021
Mumbai,12.28,51.07,394.38,3.93,399.51,5.52,22.81,1.19,4.07,1.59,NaN,14.39,23.43,81.21,2.04,219.28,260.82,NaN,NaN,28.8,NaN,0,04-08-2021,4,8,2021
Mumbai,10.62,61.64,496.8,4.9,498.38,5.38,28.78,1.26,4.16,1.62,NaN,15.99,26.34,78.49,1.68,222.12,267.48,NaN,NaN,29.69,NaN,0,05-08-2021,5,8,2021
Mumbai,16.48,64.58,164.27,6.9,152.93,7.25,28.73,NaN,NaN,1.56,NaN,9.87,23.25,82.11,1.44,218.82,257.51,NaN,NaN,28.68,NaN,0,06-08-2021,6,8,2021
Mumbai,16.3,65.27,25.66,6.61,32.26,10.12,52.47,1.28,4.19,1.79,NaN,12.75,26.08,81.58,1.37,235.43,320.25,NaN,NaN,28.87,NaN,0,07-08-2021,7,8,2021
Mumbai,17.69,50.87,10.48,4.76,15.15,9.32,42.94,1.23,4.12,1.78,NaN,10.29,27.43,82.69,1.33,221.85,243.53,NaN,NaN,28.06,NaN,0,08-08-2021,8,8,2021
Mumbai,14.6,41.73,15.34,5.75,21.06,7.84,39.73,1.18,4.13,1.93,NaN,14.45,25.56,83.85,1.44,207.15,247.01,NaN,NaN,27.7,NaN,0,09-08-2021,9,8,2021
Mumbai,12.82,40.84,39.17,5.63,44.79,8.38,37.92,1.13,4.14,1.83,NaN,12.07,25.74,83.94,1.4,221.41,221.04,NaN,NaN,27.33,NaN,0,10-08-2021,10,8,2021
Mumbai,11.04,34.29,56.3,6.33,62.52,7.85,33.04,1.13,4.06,1.49,NaN,13.1,26.92,81.13,1.46,224.82,292.14,NaN,NaN,27.7,NaN,0,11-08-2021,11,8,2021
Mumbai,13.39,43.03,37.35,6.09,43.44,7.33,27.66,1.15,4.1,1.4,NaN,11.71,30.17,84.16,1.09,222.98,171.4,NaN,NaN,27.48,NaN,0,12-08-2021,12,8,2021
Mumbai,12.65,41.46,36.34,6.95,43.29,7.24,26.74,1.15,4.1,1.38,NaN,14.01,24.37,82.8,1.45,225.99,218.67,NaN,NaN,27.69,NaN,0,13-08-2021,13,8,2021
Mumbai,10.95,51.08,37.39,7.76,45.15,7.41,27.05,1.16,4.2,1.49,NaN,11.47,24.66,87.05,1.33,217.34,159.92,NaN,NaN,26.21,NaN,0,14-08-2021,14,8,2021
Mumbai,11.65,36.62,53.6,5.72,59.31,7.64,27.15,1.19,4.16,1.9,NaN,11.35,27.39,90.42,0.99,199.3,62.97,NaN,NaN,25.73,NaN,0,15-08-2021,15,8,2021
Mumbai,15.44,38.08,62.67,9.08,71.71,6.39,28.18,1.27,4.19,1.83,NaN,12.7,30.01,90.88,0.8,157.78,82.88,NaN,NaN,25.62,NaN,0,16-08-2021,16,8,2021
Mumbai,14.36,59.6,52.44,14.23,66.68,4.66,29.88,1.34,4.24,1.62,NaN,11.89,19.39,80.77,0.93,212.48,100.16,NaN,NaN,27.06,NaN,0,17-08-2021,17,8,2021
Mumbai,13.1,20.39,43.77,9.57,53.34,5.27,27.71,1.29,4.18,2.22,NaN,13.03,22.81,97,1.74,140.12,20.77,NaN,NaN,23.68,NaN,0,18-08-2021,18,8,2021
Mumbai,21.1,41.27,40.7,10.58,51.27,4.98,23.07,1.26,4.15,1.59,NaN,11.42,30.14,96.09,0.83,204.45,61.41,NaN,NaN,24.31,NaN,0,19-08-2021,19,8,2021
Mumbai,17.28,35.34,43.91,10.6,54.5,5.37,22.41,1.29,4.2,1.42,NaN,13.03,27.89,95.31,0.74,191.44,81.01,NaN,NaN,24.28,NaN,0,20-08-2021,20,8,2021
Mumbai,11.45,28.69,20.4,9.71,30.11,6.83,20.7,1.15,4.05,1.61,NaN,9.84,29.58,94.68,0.87,212.59,96.67,NaN,NaN,24.42,NaN,0,21-08-2021,21,8,2021
Mumbai,17.43,39.72,34.73,6.32,41.05,7.68,22.06,1.26,4.12,1.67,NaN,14.23,27.26,90.27,0.74,168.87,133.96,NaN,NaN,25.58,NaN,0,22-08-2021,22,8,2021
Mumbai,23.13,53.78,79.08,3.96,82.7,8.37,26.41,1.33,4.13,1.48,NaN,12.82,24.56,86.54,1.17,183.95,327.06,NaN,NaN,27.07,NaN,0,23-08-2021,23,8,2021
Mumbai,11.99,34.39,119.66,3.36,122.35,8.94,26.53,1.17,4.09,1.45,NaN,13.35,31.28,85.87,1.08,192.09,208.8,NaN,NaN,27.31,NaN,0,24-08-2021,24,8,2021
Mumbai,12.2,37.14,108.78,2.62,110.51,8.79,23.23,1.18,4.03,1.57,NaN,14.07,23.44,85.09,0.94,202.36,179.07,NaN,NaN,27.17,NaN,0,25-08-2021,25,8,2021
Mumbai,11.01,34.76,118.39,1.97,119.63,8.89,17.51,1.14,4.16,1.7,NaN,13.51,26.79,84.03,1.1,200.63,176.82,NaN,NaN,27.02,NaN,0,26-08-2021,26,8,2021
Mumbai,14.39,38.43,133.35,6.42,139.46,7.81,18.9,1.21,4.13,1.37,NaN,15.08,28.09,84.77,0.88,194.03,208.68,NaN,NaN,27.35,NaN,0,27-08-2021,27,8,2021
Mumbai,18.52,65.49,214.38,3.4,216.8,7.51,22.67,1.2,4.17,1.7,NaN,10.1,23.37,78.84,0.94,211.27,300.38,NaN,NaN,28.34,NaN,0,28-08-2021,28,8,2021
Mumbai,19.18,60.03,164.78,5.42,170.15,7.5,20.13,1.24,4.14,1.63,NaN,13.17,30.85,79.64,0.83,218.75,164.78,NaN,NaN,28.13,NaN,0,29-08-2021,29,8,2021
Mumbai,22.53,65.19,279.6,5.21,284.02,5.4,26.44,1.31,4.14,1.98,NaN,15.5,32.16,85.7,0.87,210.66,103.22,NaN,NaN,26.94,NaN,0,30-08-2021,30,8,2021
Mumbai,19.33,38.49,382.94,7.82,386.34,1.85,27.33,1.4,4.2,1.78,NaN,13.4,26.04,97.6,1.19,183.95,14.47,NaN,NaN,24.17,NaN,0,31-08-2021,31,8,2021
Mumbai,14.52,38.16,454.21,2.92,448.72,0.7,34.33,1.27,4.18,0.97,NaN,10,24.43,92.57,1.33,215.82,173.54,NaN,NaN,25.95,NaN,0,01-09-2021,1,9,2021
Mumbai,11.26,34.75,75.49,9.79,86.73,7.39,21.99,1.25,4.14,1.86,NaN,12.1,25.02,87.55,1.32,210.33,208.87,NaN,NaN,26.61,NaN,0,02-09-2021,2,9,2021
Mumbai,11.66,34.1,73.3,9.77,83.08,5.97,12.05,1.53,4.14,1.54,NaN,13.97,23.54,91.74,0.93,190.24,162.2,NaN,NaN,25.97,NaN,0,03-09-2021,3,9,2021
Mumbai,15.14,27.16,128.49,13.51,142,5.26,14.95,1.56,4.04,1.58,NaN,12.73,21.53,95.53,1.09,170.97,197.95,NaN,NaN,25.33,NaN,0,04-09-2021,4,9,2021
Mumbai,18.55,45,126.86,9.19,135.94,4.26,15.82,1.57,4.13,1.27,NaN,11.46,27.9,91.25,0.75,205.13,186.9,NaN,NaN,26.53,NaN,0,05-09-2021,5,9,2021
Mumbai,15.04,36.36,187.41,5.73,193.13,3.15,18.52,1.41,4.06,2.06,NaN,13.15,26.03,88.7,0.87,209.5,268.19,NaN,NaN,26.99,NaN,0,06-09-2021,6,9,2021
Mumbai,11.12,27.66,282.19,8.23,290.42,2.49,20.52,1.37,4.11,1.16,NaN,14,32.26,92.04,0.76,189.44,83.46,NaN,NaN,26.23,NaN,0,07-09-2021,7,9,2021
Mumbai,8.47,26.63,288.19,7.25,297.48,2.1,25.57,1.31,4.18,1.64,NaN,11.54,21.25,95.18,1.47,206.21,143.18,NaN,NaN,25.33,NaN,0,08-09-2021,8,9,2021
Mumbai,12.02,35.04,175.38,5.91,179.12,4.21,20.08,1.18,4.13,1.44,NaN,10.32,21.98,89.22,2.66,232.32,239.05,NaN,NaN,26.8,NaN,0,09-09-2021,9,9,2021
